,full_paths,classes,labels,execution
17,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0056.jpg,001.ak47,0,train
18,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0095.jpg,001.ak47,0,train
19,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0014.jpg,001.ak47,0,train
20,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0006.jpg,001.ak47,0,train
21,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0010.jpg,001.ak47,0,train
22,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0050.jpg,001.ak47,0,train
23,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0059.jpg,001.ak47,0,train
24,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0047.jpg,001.ak47,0,train
25,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0045.jpg,001.ak47,0,train
26,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0074.jpg,001.ak47,0,train
27,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0054.jpg,001.ak47,0,train
28,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0072.jpg,001.ak47,0,train
29,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0003.jpg,001.ak47,0,train
30,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0094.jpg,001.ak47,0,train
31,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0049.jpg,001.ak47,0,train
32,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0098.jpg,001.ak47,0,train
33,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0041.jpg,001.ak47,0,train
34,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0060.jpg,001.ak47,0,train
35,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0042.jpg,001.ak47,0,train
36,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0023.jpg,001.ak47,0,train
37,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0036.jpg,001.ak47,0,train
38,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0024.jpg,001.ak47,0,train
39,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0087.jpg,001.ak47,0,train
40,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0076.jpg,001.ak47,0,train
41,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0081.jpg,001.ak47,0,train
42,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0038.jpg,001.ak47,0,train
43,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0067.jpg,001.ak47,0,train
44,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0091.jpg,001.ak47,0,train
45,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0052.jpg,001.ak47,0,train
46,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0020.jpg,001.ak47,0,train
47,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0090.jpg,001.ak47,0,train
48,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0057.jpg,001.ak47,0,train
49,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0086.jpg,001.ak47,0,train
50,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0026.jpg,001.ak47,0,train
51,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0025.jpg,001.ak47,0,train
52,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0077.jpg,001.ak47,0,train
53,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0048.jpg,001.ak47,0,train
54,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0002.jpg,001.ak47,0,train
55,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0088.jpg,001.ak47,0,train
56,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0034.jpg,001.ak47,0,train
57,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0093.jpg,001.ak47,0,train
58,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0001.jpg,001.ak47,0,train
59,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0008.jpg,001.ak47,0,train
60,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0046.jpg,001.ak47,0,train
61,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0011.jpg,001.ak47,0,train
62,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0033.jpg,001.ak47,0,train
63,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0043.jpg,001.ak47,0,train
64,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0051.jpg,001.ak47,0,train
65,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0078.jpg,001.ak47,0,train
66,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0044.jpg,001.ak47,0,train
67,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0066.jpg,001.ak47,0,train
68,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0027.jpg,001.ak47,0,train
69,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0096.jpg,001.ak47,0,train
70,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0070.jpg,001.ak47,0,train
71,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0097.jpg,001.ak47,0,train
72,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0031.jpg,001.ak47,0,train
73,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0071.jpg,001.ak47,0,train
74,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0082.jpg,001.ak47,0,train
75,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0007.jpg,001.ak47,0,train
76,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0040.jpg,001.ak47,0,train
77,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0017.jpg,001.ak47,0,train
78,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0063.jpg,001.ak47,0,eval
79,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0021.jpg,001.ak47,0,eval
80,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0075.jpg,001.ak47,0,eval
81,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0085.jpg,001.ak47,0,eval
82,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0061.jpg,001.ak47,0,eval
83,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0069.jpg,001.ak47,0,eval
84,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0013.jpg,001.ak47,0,eval
85,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0035.jpg,001.ak47,0,eval
86,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0073.jpg,001.ak47,0,eval
87,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0055.jpg,001.ak47,0,eval
88,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0028.jpg,001.ak47,0,eval
89,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0029.jpg,001.ak47,0,eval
90,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0015.jpg,001.ak47,0,eval
91,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0032.jpg,001.ak47,0,eval
92,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0092.jpg,001.ak47,0,eval
93,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0039.jpg,001.ak47,0,eval
94,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0068.jpg,001.ak47,0,eval
95,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0084.jpg,001.ak47,0,eval
96,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0016.jpg,001.ak47,0,eval
97,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/001.ak47/001_0089.jpg,001.ak47,0,eval
98,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0037.jpg,002.american-flag,1,train
99,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0066.jpg,002.american-flag,1,train
100,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0096.jpg,002.american-flag,1,train
101,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0068.jpg,002.american-flag,1,train
102,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0053.jpg,002.american-flag,1,train
103,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0078.jpg,002.american-flag,1,train
104,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0048.jpg,002.american-flag,1,train
105,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0064.jpg,002.american-flag,1,train
106,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0065.jpg,002.american-flag,1,train
107,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0087.jpg,002.american-flag,1,train
108,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0003.jpg,002.american-flag,1,train
109,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0047.jpg,002.american-flag,1,train
110,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0084.jpg,002.american-flag,1,train
111,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0007.jpg,002.american-flag,1,train
112,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0009.jpg,002.american-flag,1,train
113,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0075.jpg,002.american-flag,1,train
114,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0033.jpg,002.american-flag,1,train
115,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0031.jpg,002.american-flag,1,train
116,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0054.jpg,002.american-flag,1,train
117,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0077.jpg,002.american-flag,1,train
118,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0061.jpg,002.american-flag,1,train
119,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0057.jpg,002.american-flag,1,train
120,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0024.jpg,002.american-flag,1,train
121,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0088.jpg,002.american-flag,1,train
122,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0032.jpg,002.american-flag,1,train
123,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0011.jpg,002.american-flag,1,train
124,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0062.jpg,002.american-flag,1,train
125,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0095.jpg,002.american-flag,1,train
126,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0086.jpg,002.american-flag,1,train
127,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0072.jpg,002.american-flag,1,train
128,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0015.jpg,002.american-flag,1,train
129,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0016.jpg,002.american-flag,1,train
130,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0030.jpg,002.american-flag,1,train
131,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0097.jpg,002.american-flag,1,train
132,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0082.jpg,002.american-flag,1,train
133,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0023.jpg,002.american-flag,1,train
134,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0010.jpg,002.american-flag,1,train
135,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0017.jpg,002.american-flag,1,train
136,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0004.jpg,002.american-flag,1,train
137,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0091.jpg,002.american-flag,1,train
138,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0055.jpg,002.american-flag,1,train
139,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0081.jpg,002.american-flag,1,train
140,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0006.jpg,002.american-flag,1,train
141,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0042.jpg,002.american-flag,1,train
142,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0074.jpg,002.american-flag,1,train
143,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0019.jpg,002.american-flag,1,train
144,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0051.jpg,002.american-flag,1,train
145,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0029.jpg,002.american-flag,1,train
146,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0026.jpg,002.american-flag,1,train
147,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0036.jpg,002.american-flag,1,train
148,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0090.jpg,002.american-flag,1,train
149,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0056.jpg,002.american-flag,1,train
150,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0067.jpg,002.american-flag,1,train
151,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0018.jpg,002.american-flag,1,train
152,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0013.jpg,002.american-flag,1,train
153,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0014.jpg,002.american-flag,1,train
154,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0089.jpg,002.american-flag,1,train
155,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0038.jpg,002.american-flag,1,train
156,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0001.jpg,002.american-flag,1,train
157,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0039.jpg,002.american-flag,1,train
158,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0070.jpg,002.american-flag,1,train
159,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0083.jpg,002.american-flag,1,train
160,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0021.jpg,002.american-flag,1,train
161,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0022.jpg,002.american-flag,1,train
162,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0041.jpg,002.american-flag,1,train
163,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0002.jpg,002.american-flag,1,train
164,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0071.jpg,002.american-flag,1,train
165,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0092.jpg,002.american-flag,1,train
166,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0027.jpg,002.american-flag,1,train
167,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0060.jpg,002.american-flag,1,train
168,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0093.jpg,002.american-flag,1,train
169,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0058.jpg,002.american-flag,1,train
170,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0044.jpg,002.american-flag,1,train
171,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0085.jpg,002.american-flag,1,train
172,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0045.jpg,002.american-flag,1,train
173,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0094.jpg,002.american-flag,1,train
174,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0063.jpg,002.american-flag,1,train
175,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0040.jpg,002.american-flag,1,eval
176,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0052.jpg,002.american-flag,1,eval
177,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0073.jpg,002.american-flag,1,eval
178,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0008.jpg,002.american-flag,1,eval
179,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0012.jpg,002.american-flag,1,eval
180,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0049.jpg,002.american-flag,1,eval
181,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0079.jpg,002.american-flag,1,eval
182,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0020.jpg,002.american-flag,1,eval
183,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0005.jpg,002.american-flag,1,eval
184,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0043.jpg,002.american-flag,1,eval
185,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0050.jpg,002.american-flag,1,eval
186,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0028.jpg,002.american-flag,1,eval
187,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0046.jpg,002.american-flag,1,eval
188,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0080.jpg,002.american-flag,1,eval
189,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0076.jpg,002.american-flag,1,eval
190,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0025.jpg,002.american-flag,1,eval
191,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0034.jpg,002.american-flag,1,eval
192,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0035.jpg,002.american-flag,1,eval
193,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0059.jpg,002.american-flag,1,eval
194,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/002.american-flag/002_0069.jpg,002.american-flag,1,eval
195,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0007.jpg,003.backpack,2,train
196,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0053.jpg,003.backpack,2,train
197,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0085.jpg,003.backpack,2,train
198,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0019.jpg,003.backpack,2,train
199,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0021.jpg,003.backpack,2,train
200,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0151.jpg,003.backpack,2,train
201,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0140.jpg,003.backpack,2,train
202,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0023.jpg,003.backpack,2,train
203,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0060.jpg,003.backpack,2,train
204,/home/angepapa/PycharmProjects/Mobile-vit/calteck_256/256_ObjectCategories/003.backpack/003_0110.jpg,003.backpack,2,train
